condition,policy,decision,hours,dA_dWt,dA_dX,dA_dP,dA_dViscosity,dA_dtime
nominal,dual,34,170,0.06772983767361346,0.14019366763457208,-1.0866126759440256,0.2804174816648937,-0.03446834452304201
nominal,dual,35,175,0.0436504599078041,0.14997738976474093,-1.0523457698498846,0.4501005477807076,0.12633983617770783
nominal,dual,36,180,-0.06162822715398414,0.14094512502452736,-0.9216866876705552,0.5522135847139622,0.052506981400479665
nominal,dual,37,185,-0.17205161065349234,0.13240681069215654,-0.8097859152456276,0.6626365280777705,-0.07393150700104871
nominal,dual,38,190,-0.2790630113066209,0.11897986419008011,-0.6780504916536723,0.7590338344655809,-0.1576987627608216
nominal,dual,39,195,-0.22664442703123047,0.05766603957201017,-0.28611194055064265,0.5336900443242062,0.13193552563897082
nominal,dual,40,200,-0.20787703549619266,0.0348470379755855,-0.16847813793544317,0.3505225748861808,0.603773480957081
nominal,dual,41,205,-0.09881711060905621,0.009359556838881003,-0.05464425896267717,0.08885513377450975,0.9092203761170001
nominal,dual,42,210,-0.005875571599270319,0.0002594270183731149,-0.002496248887751127,0.0018222451144994664,0.1352542227962632
nominal,dual,43,215,-1.7186543965763675e-06,6.601343083278971e-08,-1.0381999787645304e-06,5.159955185352062e-07,0.0002611603238084068
nominal,dual,44,220,-3.396727343840663e-11,1.0408340855860832e-12,-1.9084733793306425e-11,1.817435091311381e-11,2.183933034416439e-08
nominal,dual,45,225,0.0,0.0,0.0,0.0,5.273559366969489e-14
nominal,time,0,0,0.2757761669563539,0.3237720079566461,1.9707604000918515,0.8218198518718848,0.33215531065144543
nominal,time,1,5,0.24267324443207872,0.22727599340319485,1.7128361976202584,0.6530653975183398,0.21209013628699072
nominal,time,2,10,0.1840652020463877,0.12601405119793133,1.350606460870828,0.4351881278706417,0.08418874175060424
nominal,time,3,15,0.11839421729392108,0.05271103180552734,1.033183894256733,0.23936595047628606,-0.002759971915031187
nominal,time,4,20,0.06561861952233677,0.020655247701639717,0.8679996705732543,0.09944228387140366,-0.05918340440705655
nominal,time,5,25,-0.0010345148001189566,-0.0004857522772655494,-0.028064335809699335,-0.0019371617685781644,-0.009667493041887179
nominal,time,6,30,-0.32968361181520384,-0.046854606845064775,-2.431004317701451,-0.5414663551484562,0.006567774681917598
nominal,time,7,35,-0.7520346483304283,-0.02168462616593083,-2.6703102170842574,-1.4447443397091448,0.09535811672308969
nominal,time,8,40,-0.9451572221898413,0.057589917766194494,-2.2071212716018898,-1.8906940155049288,-0.31169921421365626
nominal,time,9,45,-0.7336764517716359,0.09774429659081532,-1.289506547856727,-1.3709279428739847,-0.5029135795065277
nominal,time,10,50,-0.37561095602673117,0.07280921277019452,-0.5046038663279513,-0.6086831678070199,-0.3324803498006315
nominal,time,11,55,-0.32385199066384834,0.05871567977920594,-0.4015194197244356,-0.6643904987525487,-0.3697834233070959
nominal,time,12,60,-0.28207248908868326,0.05910438582735761,-0.3569905645497803,-0.8186793081190988,-0.42229626916631363
nominal,time,13,65,-0.23193279971889796,0.06953942892732873,-0.3436563296893899,-1.10445855021059,-0.4966750263553583
nominal,time,14,70,-0.141003315769786,0.08489870225367728,-0.3296500924067994,-1.4967763151469542,-0.5603255712092743
nominal,time,15,75,-0.0005635740717546692,0.09406721200412296,-0.2719819881244726,-1.7937520031210419,-0.5408456480202962
nominal,time,16,80,0.09411813641414515,0.09625072410411875,-0.12580135059556952,-1.518078774743821,-0.4260065514359697
nominal,time,17,85,0.12403923744075385,0.08200002840707536,-0.02979980238346222,-1.113288240908485,-0.27348570506510456
nominal,time,18,90,0.1180594234543002,0.06219496014712994,0.01970482346626277,-0.731460552743498,-0.1448797470118419
nominal,time,19,95,0.09651313744298276,0.044246436604708464,0.03701226136970933,-0.4507943061573035,-0.06105230174611456
nominal,time,20,100,0.06476036328150464,0.02996047334391791,0.03818992219552227,-0.2633493636362364,-0.012775567574827009
nominal,time,21,105,0.004309363540103136,0.01705933674849279,0.03337716532839094,-0.12682564202972366,0.015833438383822115
nominal,time,22,110,0.00676138639013612,0.012407099104924647,0.027868249760673567,-0.07736901187367089,0.022350394848549834
nominal,time,23,115,0.007647688831050041,0.010089748684094504,0.02503584169536164,-0.05202315732014685,0.0270214541624042
nominal,time,24,120,0.008514694286179673,0.00934948441670135,0.025076235052598463,-0.03905904276190474,0.03334356708885044
nominal,time,25,125,0.010205760941903166,0.009835517623366088,0.027746376867077125,-0.032507674421239356,0.044099655361587435
nominal,time,26,130,0.010882820776816893,0.01135470330990428,0.033697915049341026,-0.02842820564939174,0.0627635395442694
nominal,time,27,135,-0.012374686497559895,0.014419432581752588,0.0515976457532596,-0.022890706468148277,0.10869831488606047
nominal,time,28,140,-0.015290048668206699,0.019943242082112716,0.07379009962079901,-0.020040234904489255,0.17551959177084805
nominal,time,29,145,-0.02193859674098351,0.028817470052042136,0.1113750040372118,-0.015484276668503723,0.2958514392027794
nominal,time,30,150,-0.0467330941879784,0.04239452043342525,0.1783079866958857,-0.007422030755760426,0.5183515711534882
nominal,time,31,155,-0.36451881264410424,0.08224820429867101,0.4582605693810023,0.044921055307089966,1.4030448323408566
nominal,time,32,160,-0.5676284703574003,0.1054190141650201,0.6765500928015583,0.08319768711217417,2.1380211885651903
nominal,time,33,165,-0.6901517146581181,0.09889368840891025,0.9048356937662725,-0.12331421506956428,3.0034485712362917
nominal,time,34,170,-0.9398233737508662,0.06962008371469147,1.2534440281243442,-0.4152288126420658,4.326132520512403
nominal,time,35,175,-2.2543392245941813,-0.045943834425930766,1.8298043142597191,-0.6498564862785671,6.834384736780018
nominal,time,36,180,-2.262587425456303,-0.1332840844730895,1.7364048560595207,-0.7923836928403993,6.547888811208644
nominal,time,37,185,-2.123647408309789,-0.2016934587756458,1.525219690022929,-0.8839819077956672,5.715238123743039
nominal,time,38,190,-1.8968193843688401,-0.24200368852345644,1.2374070328100897,-0.8960462913919808,4.569401040557579
nominal,time,39,195,-1.1370762227229343,-0.17932820811106237,0.5454490834050053,-0.5380436135497937,2.218634050131916
nominal,time,40,200,-0.9469998915043484,-0.17250721699646182,0.44936223700572614,-0.5230209696015983,1.6692613277254145
nominal,time,41,205,-0.772466443476124,-0.16312688877816436,0.3824318390075129,-0.4060340103765355,1.2360059218855513
nominal,time,42,210,-0.6048768849947506,-0.14397583410332135,0.3114221155179145,-0.28644956054971765,0.8563320181499515
nominal,time,43,215,-0.2411859603787173,-0.06605424131131404,0.11677037257032942,-0.08538757156772993,0.2864179373496753
nominal,time,44,220,-0.22589989910833644,-0.06759963509433692,0.12325183868599754,-0.06123386498208537,0.2290889467340599
nominal,time,45,225,-0.21960340187255048,-0.07070948776899115,0.13369539159208954,-0.03955733789346993,0.18360372021657673
